variable,Temperature,Temperature,Temperature,Relative Humidity,Relative Humidity,Relative Humidity,Mean Sea Level Pressure,Mean Sea Level Pressure,Mean Sea Level Pressure,Precipitation Total,Wind Speed,Wind Speed,Wind Speed,Wind Direction Dominant
unit,°C,°C,°C,%,%,%,hPa,hPa,hPa,mm,km/h,km/h,km/h,°
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected,2 m,2 m,2 m,MSL,MSL,MSL,sfc,10 m,10 m,10 m,10 m
resolution,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily
aggregation,Minimum,Maximum,Mean,Minimum,Maximum,Mean,Minimum,Maximum,Mean,Summation,Minimum,Maximum,Mean,None
timestamp,Bázel Temperature [2 m elevation corrected],Bázel Temperature [2 m elevation corrected],Bázel Temperature [2 m elevation corrected],Bázel Relative Humidity [2 m],Bázel Relative Humidity [2 m],Bázel Relative Humidity [2 m],Bázel Mean Sea Level Pressure [MSL],Bázel Mean Sea Level Pressure [MSL],Bázel Mean Sea Level Pressure [MSL],Bázel Precipitation Total,Bázel Wind Speed [10 m],Bázel Wind Speed [10 m],Bázel Wind Speed [10 m],Bázel Wind Direction Dominant [10 m]
20140721T0000,16.840528,22.63053,19.001364,51.0,84.0,71.333336,1009.2,1014.4,1011.64594,0.8,4.3498964,25.153671,17.520864,262.12607
20140722T0000,16.690529,22.080528,19.503862,79.0,93.0,84.25,1012.6,1014.5,1013.52075,12.1,3.7064266,23.110207,17.026094,300.23737
20140723T0000,16.82053,28.160528,22.140945,37.0,88.0,64.75,1010.6,1015.2,1012.50415,0.0,2.16,20.06334,10.433278,86.21815
20140724T0000,15.3005295,26.770529,21.461779,36.0,83.0,59.625,1010.6,1012.6,1011.3999,0.0,1.08,11.043261,4.6671176,307.05652
20140725T0000,17.20053,27.62053,22.562197,34.0,69.0,52.458332,1011.1,1013.0,1012.0374,0.0,1.4399999,9.585739,5.380942,288.178
20140726T0000,18.020529,21.240528,19.37428,62.0,78.0,68.916664,1012.7,1016.0,1014.10406,0.6,0.71999997,16.808569,8.438077,259.00522
20140727T0000,15.710529,26.22053,21.270529,46.0,80.0,62.666668,1014.7,1015.8,1015.31244,0.3,2.968636,8.707238,6.113505,304.23187
20140728T0000,14.400529,23.530529,19.408861,57.0,85.0,72.166664,1009.9,1015.2,1011.99164,10.7,0.5091169,25.582806,9.915851,269.06082
20140729T0000,13.930529,19.87053,16.877195,64.0,86.0,76.791664,1008.0,1012.6,1009.7458,7.2999997,5.6233797,18.584509,12.571995,258.2558
20140730T0000,15.900529,21.000528,18.27136,75.0,92.0,86.541664,1007.5,1014.0,1010.32916,9.500001,6.638072,22.183128,13.331254,289.23544
20140731T0000,16.590528,26.020529,21.210947,46.0,92.0,68.541664,1011.8,1015.5,1013.6792,0.0,1.609969,8.4963045,4.3701205,341.14685
20140801T0000,16.750528,28.020529,22.61886,42.0,87.0,63.125,1007.5,1012.8,1009.9168,0.0,0.0,7.208994,3.3644917,105.87594
20140802T0000,18.54053,25.20053,21.741781,49.0,78.0,64.666664,1007.1,1010.8,1008.604,0.8,2.8116899,16.08761,7.165898,218.3987
20140803T0000,17.48053,22.81053,20.190947,55.0,90.0,72.083336,1010.9,1015.0,1012.4626,0.8,0.0,10.587917,4.5979037,244.62225
20140804T0000,16.65053,23.690529,20.239695,53.0,83.0,66.416664,1015.3,1018.6,1016.7293,0.2,1.08,14.440443,6.516166,259.03967
20140805T0000,16.240528,24.05053,19.698446,40.0,79.0,61.583332,1017.9,1019.3,1018.35846,0.0,0.5091169,15.986595,7.207063,343.96008
20140806T0000,14.260529,24.260529,19.165113,43.0,83.0,65.0,1015.7,1019.5,1017.4917,0.0,1.2979984,14.044615,5.8265634,309.60004
20140807T0000,16.63053,23.80053,20.153864,54.0,81.0,67.666664,1014.8,1016.7,1015.7458,0.4,1.8,10.787993,6.029321,250.5192
20140808T0000,16.080528,27.22053,21.925528,48.0,85.0,66.583336,1008.9,1015.9,1012.7751,0.0,0.71999997,13.281023,6.2031536,128.4061
20140809T0000,17.750528,25.190529,21.977613,50.0,78.0,64.083336,1010.0,1015.1,1013.3875,1.1,3.096837,20.696087,9.090175,215.28333
20140810T0000,19.07053,32.310528,24.747198,30.0,85.0,62.708332,1006.8,1013.9,1010.25,9.200001,2.16,22.768396,12.886639,169.61302
20140811T0000,18.510529,23.64053,21.01803,35.0,83.0,62.416668,1011.4,1016.2,1014.5374,2.4,8.669949,22.3229,13.945908,270.19162
20140812T0000,15.890529,22.750528,19.872614,44.0,69.0,54.083332,1011.6,1016.0,1013.94165,0.0,1.609969,11.525623,6.1975627,259.89697
20140813T0000,14.510529,19.06053,16.395947,58.0,89.0,72.875,1005.3,1013.6,1008.70825,9.2,2.2768397,41.21646,17.436255,230.73999
20140814T0000,12.390529,18.39053,15.550111,56.0,77.0,67.375,1013.8,1015.8,1014.4624,1.2000002,3.8268526,17.555307,10.081829,254.46588
20140815T0000,12.790529,18.21053,15.245112,54.0,81.0,66.916664,1013.9,1018.6,1015.425,4.7999997,3.396233,23.469128,13.577647,254.73196
20140816T0000,12.740529,18.940529,15.447196,47.0,82.0,65.75,1018.1,1022.2,1020.60425,0.0,2.5959969,16.965895,11.863514,275.2739
20140817T0000,11.540529,22.510529,17.260946,43.0,70.0,56.916668,1013.0,1022.0,1017.17487,0.0,1.1384199,20.418695,9.757562,250.40771
20140818T0000,14.650529,22.010529,18.12678,45.0,76.0,59.583332,1011.1,1013.8,1012.4832,0.0,2.16,28.467329,16.204111,275.47095
20140819T0000,13.840529,21.22053,17.288862,48.0,83.0,63.041668,1011.9,1015.1,1013.3958,1.1,2.2768397,16.575644,8.103281,284.1124
20140820T0000,11.940529,19.160528,16.188444,47.0,73.0,58.875,1015.2,1017.1,1016.04987,0.6,0.8049845,10.086427,4.259399,315.6205
20140821T0000,13.420529,20.89053,16.958862,39.0,75.0,56.333332,1015.7,1019.3,1017.3582,0.0,0.8049845,8.942214,5.237077,332.4958
20140822T0000,13.730529,21.100529,17.753862,44.0,68.0,56.416668,1014.5,1017.0,1015.5417,0.0,0.71999997,15.4800005,6.2750525,257.0926
20140823T0000,11.900529,19.160528,15.755112,51.0,85.0,66.375,1015.3,1019.1,1016.3208,0.4,3.8773184,21.24305,12.663592,266.2211
20140824T0000,11.620529,19.31053,15.163445,45.0,87.0,65.458336,1018.5,1021.1,1019.70416,0.0,1.609969,8.759178,5.824531,277.75775
20140825T0000,12.710529,19.660528,15.838445,49.0,89.0,67.375,1010.3,1019.4,1016.2292,0.3,0.71999997,14.345898,6.447901,139.21693
20140826T0000,15.040529,20.48053,18.540531,46.0,86.0,75.125,1007.0,1011.2,1008.76666,4.1,5.3517847,27.009598,15.140601,256.9364
20140827T0000,14.480529,19.910528,17.588446,67.0,87.0,76.625,1011.0,1016.8,1014.43335,0.4,2.0991426,20.523155,11.069359,260.44193
20140828T0000,12.990529,24.79053,19.040113,51.0,90.0,72.125,1015.7,1018.1,1016.81683,0.0,2.0991426,8.311245,5.323265,121.03221
20140829T0000,16.65053,22.420528,19.188448,64.0,89.0,76.458336,1016.7,1020.0,1017.7,2.5000002,1.609969,12.031756,5.922198,185.19444
20140830T0000,15.280529,23.71053,19.217611,45.0,88.0,69.583336,1015.9,1020.6,1018.58344,0.0,0.8049845,9.83268,5.5595384,243.58693
20140831T0000,13.980529,18.410528,16.915947,66.0,88.0,76.375,1015.0,1017.5,1016.0918,3.1,5.3517847,21.99538,10.614648,285.264
20140901T0000,12.030529,18.72053,14.980947,55.0,93.0,75.458336,1017.1,1021.1,1019.6833,0.0,4.32,13.493999,10.009397,340.44708
20140902T0000,10.100529,20.180529,15.213029,52.0,84.0,70.125,1018.0,1021.2,1019.82916,0.0,4.8965297,9.779817,7.3281255,86.74966
20140903T0000,9.520529,21.660528,16.04886,57.0,88.0,73.541664,1014.6,1020.2,1016.96246,0.0,2.1897945,17.418196,8.009673,71.84499
20140904T0000,13.820529,24.04053,19.246778,55.0,95.0,75.5,1013.8,1015.8,1014.6503,0.0,0.35999998,12.904882,4.9988847,83.86559
20140905T0000,16.610529,25.270529,21.015947,49.0,83.0,67.625,1012.2,1014.7,1013.48737,0.0,0.35999998,8.647496,4.056102,138.04184
20140906T0000,16.930529,24.910528,20.815529,50.0,79.0,66.791664,1011.7,1013.6,1012.66656,0.0,0.5091169,6.618519,3.6338875,234.11786
20140907T0000,16.31053,24.80053,20.650946,54.0,79.0,68.458336,1013.1,1014.8,1013.83344,0.0,1.9386592,7.9036193,4.643602,329.42078
20140908T0000,16.500528,26.420528,21.388449,50.0,85.0,68.666664,1014.5,1016.3,1015.30414,0.0,1.8,9.449572,4.814202,35.362457
20140909T0000,17.31053,24.500528,20.522198,57.0,86.0,70.083336,1016.0,1017.6,1016.67914,0.2,0.71999997,10.009036,4.671224,307.5686
20140910T0000,13.570529,21.95053,17.916365,55.0,94.0,75.958336,1013.1,1016.9,1015.1584,0.0,0.0,9.255571,5.2518754,346.9407
20140911T0000,10.440529,19.670528,14.423028,52.0,90.0,75.333336,1014.0,1017.2,1015.07086,0.0,3.0758414,19.586117,9.510483,344.3486
20140912T0000,9.980529,16.660528,13.3596945,67.0,92.0,82.583336,1016.4,1019.3,1017.8001,0.0,3.671294,19.130875,10.238269,306.08017
20140913T0000,13.180529,20.180529,16.47428,66.0,97.0,83.416664,1017.1,1020.1,1018.99164,0.2,1.2979984,12.015589,6.253212,333.6846
20140914T0000,9.240529,23.030529,15.739697,52.0,97.0,75.958336,1014.5,1020.2,1017.2376,0.0,0.71999997,13.207634,6.6173816,106.46876
20140915T0000,10.940529,23.32053,17.528027,57.0,93.0,73.208336,1013.1,1016.4,1014.87915,0.0,1.609969,15.629971,7.0187163,109.53243
20140916T0000,16.54053,24.56053,20.159277,52.0,79.0,66.5,1012.0,1015.5,1013.9001,0.0,2.2768397,8.049845,4.495278,113.74153
20140917T0000,14.610529,25.500528,20.335947,50.0,79.0,66.0,1010.7,1014.1,1012.3665,0.0,1.484318,8.049845,5.1436334,101.30993
20140918T0000,18.23053,25.57053,21.73053,51.0,76.0,66.083336,1010.3,1012.9,1011.75836,0.90000004,1.5273507,16.267857,5.0907326,82.874985
20140919T0000,17.45053,25.30053,20.053446,51.0,87.0,76.333336,1012.8,1015.7,1014.2542,0.3,2.52,19.652176,9.300346,226.66835
20140920T0000,16.55053,23.39053,19.575113,56.0,96.0,76.416664,1015.5,1017.7,1016.554,4.8999996,2.5455842,12.605142,7.1624217,215.7067
20140921T0000,12.460529,22.110529,16.858446,57.0,93.0,79.125,1015.8,1018.6,1017.14996,8.1,2.2768397,19.8,10.969868,265.31046
20140922T0000,9.630529,16.610529,13.031362,49.0,96.0,76.666664,1018.8,1022.1,1020.40424,0.0,2.16,19.137648,11.774758,334.8469
20140923T0000,6.4305286,19.610529,12.490112,42.0,91.0,66.375,1016.9,1023.4,1019.80835,0.0,5.904439,18.0,9.772816,100.83247
20140924T0000,6.4105287,20.420528,13.500945,49.0,85.0,69.166664,1013.0,1018.2,1015.3916,0.0,1.08,20.774214,10.327547,225.0
20140925T0000,11.860529,17.410528,14.343028,54.0,81.0,68.875,1015.8,1024.4,1020.44165,0.2,1.609969,11.966954,6.9141946,299.51962
20140926T0000,9.930529,20.180529,14.830528,43.0,81.0,62.833332,1023.6,1026.1,1024.8999,0.0,1.5273507,9.659814,4.5272975,335.65894
20140927T0000,10.890529,22.270529,16.160528,57.0,85.0,67.708336,1024.6,1026.1,1025.4335,0.0,0.5091169,11.304229,5.587749,106.26876
20140928T0000,11.160529,24.38053,18.14303,48.0,90.0,69.041664,1023.5,1026.2,1024.8208,0.0,0.71999997,12.538134,7.177627,126.295044
20140929T0000,15.840529,24.690529,19.569279,46.0,76.0,63.125,1023.7,1026.3,1025.0958,0.0,3.396233,15.379206,7.7808495,213.38846
20140930T0000,15.380529,21.29053,18.487612,65.0,88.0,74.458336,1024.4,1026.4,1025.3291,0.2,0.8049845,10.483357,4.414285,143.47115
20141001T0000,15.190529,20.750528,17.748861,60.0,94.0,77.083336,1024.4,1027.3,1025.65,0.0,1.8,9.227524,4.5607305,59.62088
20141002T0000,12.100529,21.56053,16.394281,59.0,94.0,77.083336,1025.1,1027.7,1026.4126,0.0,0.8049845,9.021574,5.8416743,105.97352
20141003T0000,10.770529,22.07053,15.520946,48.0,87.0,71.041664,1020.0,1026.1,1023.0334,0.0,4.452954,11.753877,8.343792,111.297356
20141004T0000,9.350529,21.32053,16.000109,56.0,90.0,71.416664,1014.3,1020.3,1016.80853,0.0,0.35999998,11.966954,7.0736885,135.26648
20141005T0000,14.250529,20.920528,16.979696,50.0,88.0,70.916664,1013.2,1016.1,1014.6707,0.0,1.8,10.464798,6.3766913,296.09543
20141006T0000,12.030529,21.31053,15.401776,38.0,94.0,72.458336,1009.0,1014.6,1011.80835,0.0,1.4399999,15.111424,8.625268,188.3714
20141007T0000,13.180529,22.690529,17.711779,52.0,84.0,66.875,1006.9,1011.3,1008.38324,3.2000003,3.8773184,24.387178,13.607802,196.59476
20141008T0000,14.610529,24.12053,19.788445,45.0,95.0,66.333336,1007.4,1012.2,1009.5916,0.90000004,7.2805495,22.725668,13.048234,178.9993
20141009T0000,11.620529,24.190529,18.79511,36.0,90.0,63.125,1008.2,1011.7,1009.62494,5.2,2.6208394,19.803272,8.914343,139.44409
20141010T0000,14.280529,19.81053,17.153864,69.0,95.0,83.166664,1011.5,1014.8,1013.6292,2.6999998,0.71999997,14.799459,8.354402,338.77237
20141011T0000,13.210529,18.70053,15.487197,76.0,97.0,90.583336,1012.8,1015.7,1014.3291,11.0,2.16,11.013882,6.422252,146.93814
20141012T0000,11.240529,22.020529,16.256361,59.0,98.0,83.458336,1007.9,1015.4,1011.39575,0.0,4.6938252,18.947083,10.044089,109.518684
20141013T0000,14.230529,20.97053,16.81928,59.0,90.0,77.791664,1007.8,1009.8,1008.84155,3.2999997,1.4399999,12.879752,7.4523067,119.76416
20141014T0000,11.080529,20.030529,15.635531,58.0,95.0,76.166664,1009.5,1010.8,1010.07904,0.2,1.2979984,11.525623,6.588243,129.57939
20141015T0000,13.010529,20.90053,17.004694,56.0,94.0,75.333336,1006.8,1011.1,1008.57513,3.3999999,0.5091169,10.805998,4.95002,138.50975
20141016T0000,14.500529,20.22053,17.325113,62.0,90.0,74.208336,1007.9,1011.4,1009.46246,0.2,4.3349743,21.707731,10.641654,238.40518
20141017T0000,12.530529,19.65053,17.403028,59.0,86.0,73.333336,1006.6,1019.7,1013.925,2.2,1.484318,33.532215,15.41561,243.1243
20141018T0000,9.170529,23.30053,15.540947,52.0,95.0,76.25,1019.4,1022.2,1020.9543,0.0,8.209263,15.893093,12.449718,117.00772
20141019T0000,14.480529,23.010529,18.25178,45.0,87.0,62.708332,1021.1,1023.6,1022.3958,0.0,0.71999997,8.707237,4.9380193,127.839554
20141020T0000,15.280529,22.910528,18.600946,47.0,93.0,69.333336,1016.7,1022.7,1019.7124,0.90000004,1.484318,11.480557,6.254036,254.6148
20141021T0000,8.590529,19.420528,15.4134445,56.0,96.0,79.291664,1007.9,1017.0,1013.59576,3.8,0.5091169,42.444897,21.08563,268.7318
20141022T0000,5.6105285,9.940529,7.839695,57.0,81.0,72.208336,1016.5,1023.1,1019.1834,0.1,23.14103,34.17157,31.164955,283.92188
20141023T0000,5.3405285,12.220529,8.642196,61.0,86.0,73.708336,1022.9,1024.5,1023.4958,0.0,0.0,22.007162,10.117536,269.4394
20141024T0000,3.0405285,15.040529,9.051361,55.0,90.0,73.666664,1019.1,1023.9,1021.1501,0.0,3.9763298,18.733839,7.9049854,109.126976
20141025T0000,8.040529,14.850529,11.372613,56.0,89.0,73.208336,1020.0,1023.6,1021.21674,0.0,0.8049845,7.628263,4.748914,90.66619
20141026T0000,10.520529,17.23053,13.49553,61.0,86.0,73.375,1023.6,1025.2,1024.3168,0.0,1.2979984,13.358861,6.950779,95.01623
20141027T0000,6.6105285,16.71053,11.283446,54.0,90.0,72.375,1022.1,1025.8,1023.94586,0.0,1.609969,16.904673,9.156212,115.80055
20141028T0000,5.6005287,15.890529,10.480945,58.0,90.0,75.541664,1017.0,1022.5,1019.77496,0.0,3.7585104,13.044722,8.659111,108.7957
20141029T0000,7.7305284,16.30053,11.703446,58.0,86.0,73.916664,1017.9,1022.1,1019.31665,0.0,1.1384199,14.934577,7.271049,225.98212
20141030T0000,9.970529,17.500528,13.2555275,62.0,82.0,71.125,1022.0,1026.3,1024.0626,0.0,2.968636,10.636766,6.734595,121.69083
20141031T0000,8.660529,19.510529,13.342613,52.0,90.0,72.75,1023.4,1026.5,1025.15,0.0,6.618519,15.141414,11.017151,122.19821
20141101T0000,11.450529,19.56053,14.845529,56.0,85.0,69.458336,1021.0,1024.1,1022.7249,0.0,0.71999997,7.7879906,4.6682086,126.311554
20141102T0000,9.920529,18.100529,13.587613,48.0,79.0,65.416664,1015.0,1022.3,1018.83746,0.0,2.8799999,9.686609,6.4187436,117.15639
20141103T0000,10.3005295,17.910528,14.066779,42.0,84.0,59.791668,1001.2,1015.3,1008.7834,0.0,4.8965297,17.673029,11.195973,144.4716
20141104T0000,9.210529,14.950529,12.012614,53.0,89.0,70.583336,993.9,1001.2,996.9583,2.3000002,2.3051248,24.967497,11.41665,244.65381
20141105T0000,6.4005284,8.930529,7.7555294,77.0,94.0,89.083336,995.4,1008.4,1001.5625,21.2,3.5455887,18.864824,10.762187,303.1507
20141106T0000,5.2505283,10.0505295,7.415945,68.0,91.0,80.666664,1008.9,1013.7,1011.9834,1.5,0.35999998,12.24,7.2089047,238.75308
20141107T0000,1.5305287,14.980529,7.6426125,51.0,94.0,78.375,1005.9,1013.1,1009.6792,0.0,5.4119864,16.904673,11.626582,142.37564
20141108T0000,5.0605288,13.610529,8.855946,62.0,86.0,76.791664,1009.1,1014.8,1012.2751,0.0,0.35999998,16.516901,8.644848,136.07468
20141109T0000,3.9005284,14.890529,8.966779,60.0,96.0,80.541664,1006.8,1010.7,1009.1541,1.1,2.8116899,13.684735,9.476118,104.43206
20141110T0000,8.310529,11.910529,9.647197,81.0,96.0,88.666664,1010.3,1013.5,1011.5376,2.3,0.35999998,14.20062,7.97439,112.48298
20141111T0000,6.6805286,15.620529,10.455946,69.0,92.0,81.833336,1003.0,1011.5,1006.62915,0.0,0.35999998,16.78156,9.331966,115.1056
20141112T0000,8.710529,13.270529,10.188029,73.0,96.0,86.083336,1002.4,1009.8,1004.825,5.9,1.8,9.826088,5.0166926,291.67465
20141113T0000,7.2805285,13.460529,10.207612,71.0,96.0,86.708336,1010.4,1012.8,1011.8125,1.2,0.0,10.966713,5.8641486,130.16559
20141114T0000,4.8105288,15.270529,9.432196,64.0,96.0,82.291664,1004.6,1012.1,1008.46674,0.0,9.0645685,20.991426,15.135769,114.87886
20141115T0000,8.220529,12.260529,9.716364,74.0,94.0,84.208336,1001.0,1005.2,1002.88336,5.8,0.35999998,14.764389,7.1706047,207.96712
20141116T0000,7.7005286,13.540529,10.217612,57.0,90.0,72.5,1001.1,1003.2,1002.35004,0.8000001,6.489992,20.570463,13.368836,205.57623
20141117T0000,5.5005283,12.080529,9.050945,64.0,89.0,76.291664,1002.4,1006.1,1003.77075,0.2,5.1165614,15.978484,9.886481,157.7633
20141118T0000,5.3005285,11.030529,8.185529,70.0,85.0,78.25,1005.9,1011.6,1008.1458,0.0,0.35999998,6.763786,3.6985905,144.46231
20141119T0000,5.9505286,10.600529,8.521779,68.0,88.0,80.375,1011.9,1024.1,1018.3625,0.0,1.4399999,9.3669195,4.8075957,250.06201
20141120T0000,1.1905286,11.980529,6.438862,62.0,94.0,81.458336,1022.4,1025.8,1024.0126,0.0,1.08,12.074766,6.9725842,112.22106
20141121T0000,6.9105287,13.390529,9.563446,64.0,83.0,74.833336,1018.5,1023.6,1020.74994,0.0,6.28713,15.941944,10.978978,111.28351
20141122T0000,6.6805286,15.0505295,9.960946,63.0,87.0,76.166664,1018.7,1021.2,1020.1416,0.0,7.5685663,13.392774,9.622472,108.609276
20141123T0000,5.5105286,15.830529,9.472612,54.0,92.0,80.833336,1019.2,1022.9,1020.6792,0.0,9.178235,22.065973,13.735359,118.53514
20141124T0000,8.660529,15.370529,11.495529,59.0,93.0,80.041664,1020.2,1022.7,1021.32074,0.0,1.2979984,14.168641,7.8696036,12.645416
20141125T0000,7.8805285,12.380529,9.287196,75.0,96.0,88.208336,1016.7,1023.0,1019.68756,0.0,0.5091169,11.090103,4.2893558,65.71854
20141126T0000,6.7405286,12.620529,9.147613,75.0,88.0,81.583336,1011.2,1016.9,1013.66675,0.0,5.4119864,18.86139,11.765994,108.95281
20141127T0000,6.040529,13.740529,9.320946,67.0,94.0,81.291664,1006.5,1011.4,1008.4375,0.0,7.0911775,17.114204,11.002098,113.76976
20141128T0000,5.0005283,13.260529,8.097612,60.0,90.0,79.083336,1005.0,1010.5,1007.7083,0.0,0.5091169,22.7057,10.83261,109.746826
20141129T0000,2.3205285,7.2705283,4.0767784,72.0,96.0,88.083336,1010.1,1013.6,1012.0417,0.0,0.5091169,8.78872,3.9795263,317.53674
20141130T0000,0.37052867,6.7705283,3.2630289,68.0,96.0,85.833336,1006.0,1012.4,1009.8125,0.0,2.968636,9.449572,5.202664,9.522263
20141201T0000,0.5105286,5.6205287,2.7942784,77.0,94.0,87.291664,1002.4,1007.1,1004.35406,5.2,4.3349743,18.388212,11.867986,319.34937
20141202T0000,1.8805287,4.2805285,3.2384455,83.0,93.0,88.166664,1007.4,1012.0,1009.37494,0.0,2.9024127,14.707222,7.624153,320.50043
20141203T0000,1.8005286,6.1805286,3.5626116,77.0,93.0,86.291664,1012.6,1015.7,1014.24994,0.0,3.8268526,14.84318,8.378943,342.94806
20141204T0000,1.8305286,7.2405286,3.9176118,71.0,90.0,83.166664,1012.1,1016.7,1014.2791,0.0,1.484318,16.78156,8.827383,108.71174
20141205T0000,0.50052863,6.0805287,3.3134453,77.0,97.0,89.458336,1016.3,1020.5,1018.5833,0.1,0.5091169,14.255272,7.751673,326.92932
20141206T0000,2.8505285,5.4305286,4.0534453,72.0,95.0,87.25,1020.2,1023.3,1021.8542,1.0,5.3999996,14.799459,9.671425,352.07568
20141207T0000,2.0805285,4.7105284,3.4521952,78.0,96.0,86.458336,1022.2,1024.4,1023.36255,0.0,1.5273507,13.044722,8.171833,306.98578
20141208T0000,2.1805286,5.4405284,4.055945,67.0,88.0,81.958336,1019.4,1023.4,1021.51245,0.8,4.3349743,15.815435,10.389024,265.83875
20141209T0000,0.78052866,4.9405284,2.1788619,72.0,95.0,85.458336,1021.4,1032.1,1027.5834,1.2,2.0364676,22.553936,10.4633045,327.02167
20141210T0000,-0.069471344,6.4405284,3.1380284,61.0,92.0,82.583336,1022.4,1032.0,1026.9667,1.1,2.6208394,16.263872,8.905839,240.3852
20141211T0000,3.6105285,8.220529,5.8792787,64.0,85.0,75.166664,1019.3,1024.1,1021.2666,0.0,11.592895,33.033802,23.71462,248.6854
20141212T0000,3.6505284,11.310529,7.625113,48.0,74.0,63.125,1008.9,1019.1,1013.5999,0.0,3.671294,28.01531,18.522745,233.51239
20141213T0000,5.6205287,13.570529,9.8630295,51.0,69.0,61.833332,1009.0,1014.4,1011.229,0.0,1.2979984,22.17144,8.706312,203.8197
20141214T0000,9.230529,11.810529,10.227196,68.0,90.0,79.958336,1015.1,1018.5,1016.4124,0.9000001,2.9024127,12.661564,6.6518865,188.99124
20141215T0000,5.8305287,11.940529,9.125529,76.0,93.0,83.166664,1015.5,1018.8,1016.979,0.3,1.4399999,16.62249,7.8487854,216.37482
20141216T0000,4.4205284,9.100529,6.2971954,76.0,89.0,83.5,1013.6,1017.4,1015.42505,0.5,2.4149535,15.937878,9.031986,266.69107
20141217T0000,4.0505285,8.430529,6.297611,69.0,94.0,83.916664,1011.5,1018.1,1014.87494,9.3,5.0142193,19.134262,10.793185,246.12473
20141218T0000,7.0105286,12.400529,10.146779,80.0,92.0,84.708336,1015.0,1021.8,1018.1375,12.599999,4.6102495,23.023119,13.772584,246.90497
20141219T0000,9.640529,13.650529,11.540528,63.0,84.0,73.958336,1020.1,1022.9,1021.6667,0.3,17.727943,37.351627,25.855127,249.1051
20141220T0000,4.8905287,9.720529,6.430946,67.0,87.0,78.958336,1025.1,1032.0,1029.0292,0.0,10.823973,28.948118,19.971876,274.67224
20141221T0000,1.6605287,7.1805286,4.9055285,74.0,88.0,82.458336,1033.3,1036.3,1034.9585,0.0,3.6,23.266697,12.258214,261.91098
20141222T0000,1.2705287,8.3005295,4.4242787,51.0,83.0,68.916664,1028.9,1034.7,1031.3749,0.0,1.08,15.463244,5.7770934,250.19151
20141223T0000,3.1505284,8.680529,5.340945,38.0,71.0,53.041668,1023.5,1029.2,1026.1959,0.0,3.671294,9.83268,7.24288,120.48404
20141224T0000,4.5905285,9.240529,6.545528,37.0,78.0,63.208332,1023.4,1025.5,1024.0709,0.0,1.1384199,16.981165,9.214118,245.89777
20141225T0000,3.3505285,8.680529,6.3834457,64.0,89.0,76.25,1021.6,1028.9,1025.5708,0.3,11.879999,21.316135,17.295738,281.12146
20141226T0000,-0.51947135,4.2305284,1.8076121,71.0,93.0,84.791664,1025.7,1031.1,1029.2333,0.1,6.618519,19.559633,13.387019,267.00186
20141227T0000,-0.45947134,5.3305287,2.3771951,62.0,89.0,79.75,995.7,1024.8,1004.5249,6.500001,7.628263,69.42402,44.571213,248.1543
20141228T0000,-5.5794716,1.3105286,-1.5957214,62.0,94.0,79.0,995.5,1030.1,1009.8,3.8,5.495161,58.031513,32.461506,336.44385
20141229T0000,-9.249471,0.29052866,-4.1140547,59.0,99.0,80.5,1028.8,1036.6,1033.0792,3.0,0.71999997,38.175278,21.777864,270.47177
20141230T0000,-3.6394715,2.5905285,-0.23905478,68.0,95.0,81.916664,1035.3,1037.7,1036.2458,0.0,11.119281,27.722336,16.403595,285.07278
20141231T0000,-1.5694714,4.0505285,0.40677857,61.0,88.0,78.875,1034.8,1036.3,1035.5084,0.0,1.2979984,18.0036,12.327537,241.76256
20150101T0000,-1.9994713,4.2805285,0.40927863,68.0,87.0,79.125,1035.1,1037.7,1036.3083,0.0,1.4399999,12.904882,6.3292584,134.32596
20150102T0000,-0.51947135,6.790529,2.6963618,64.0,91.0,78.708336,1034.3,1037.6,1035.5585,2.6,3.396233,15.39184,8.300582,230.31851
20150103T0000,0.31052867,10.510529,5.295529,82.0,97.0,89.416664,1019.8,1038.3,1028.8209,3.6000001,2.7416782,49.293716,20.608658,247.38794
20150104T0000,2.1005285,9.910529,3.8384454,65.0,91.0,79.583336,1023.3,1040.2,1034.7832,1.6,2.9024127,36.735878,9.936306,306.63678
20150105T0000,-0.93947136,6.1205287,1.5396954,67.0,96.0,83.791664,1032.2,1040.2,1035.9668,0.0,5.6920996,9.746631,7.6872272,102.99461
20150106T0000,-0.26947135,6.6605287,3.3471956,50.0,82.0,69.125,1025.4,1032.3,1028.7626,0.0,1.484318,10.1887,5.7893386,130.22357
20150107T0000,2.7705286,7.9205284,4.895945,68.0,88.0,79.875,1030.4,1033.8,1032.2083,0.0,1.4399999,11.367109,5.5160503,216.76437
20150108T0000,2.1405284,10.520529,7.023029,62.0,88.0,75.291664,1031.3,1035.5,1033.2958,0.2,7.6367526,33.84766,18.436918,239.92455
20150109T0000,6.4205284,12.180529,9.085111,47.0,90.0,75.333336,1025.9,1038.8,1033.5167,0.8000001,12.522619,43.525772,26.099485,251.34457
20150110T0000,11.530529,15.370529,13.318028,68.0,86.0,77.833336,1017.8,1026.9,1022.68335,0.1,28.036118,44.12754,37.416935,260.46173
20150111T0000,3.8305285,9.280529,5.2121954,69.0,83.0,75.625,1021.2,1030.7,1026.1459,0.8,15.9134655,36.832767,27.718954,270.38345
